experiment,repetition,round,training_loss,test_mse,test_mae,baseline_ablation_mse,ablation_host,ablation_guest_1,ablation_guest_2,ablation_guest_3
"host+('guest_1', 'guest_2', 'guest_3')",1,1,164956.08,145116.8,298.1157,145116.8,55.015625,65.0,30.0,78.265625
"host+('guest_1', 'guest_2', 'guest_3')",1,2,159050.17,144727.16,297.64664,144727.16,127.5,175.0625,147.515625,159.6875
"host+('guest_1', 'guest_2', 'guest_3')",1,3,218308.45,144314.61,297.14874,144314.61,223.40625,295.53125,254.984375,242.359375
"host+('guest_1', 'guest_2', 'guest_3')",1,4,168805.7,143864.17,296.6011,143864.17,301.14062,438.4375,385.71875,341.09375
"host+('guest_1', 'guest_2', 'guest_3')",1,5,170063.16,143358.1,295.9826,143358.1,382.84375,587.078125,499.59375,433.109375
"host+('guest_1', 'guest_2', 'guest_3')",1,6,164321.53,142777.64,295.27167,142777.64,502.75,799.453125,681.28125,552.5625
"host+('guest_1', 'guest_2', 'guest_3')",1,7,168769.02,142097.4,294.436,142097.4,651.0156,1047.4375,844.859375,706.515625
"host+('guest_1', 'guest_2', 'guest_3')",1,8,167010.34,141291.19,293.44162,141291.19,779.96875,1257.171875,1062.125,850.15625
"host+('guest_1', 'guest_2', 'guest_3')",1,9,162859.11,140349.28,292.28592,140349.28,973.03125,1571.671875,1319.984375,1055.59375
"host+('guest_1', 'guest_2', 'guest_3')",1,10,148990.64,139247.64,290.96838,139247.64,1201.8281,1866.953125,1612.390625,1246.53125
"host+('guest_1', 'guest_2', 'guest_3')",1,11,161576.11,137990.75,289.46506,137990.75,1438.4375,2268.265625,1946.953125,1488.484375
"host+('guest_1', 'guest_2', 'guest_3')",1,12,150524.14,136501.36,287.67227,136501.36,1725.3906,2691.265625,2278.96875,1785.84375
"host+('guest_1', 'guest_2', 'guest_3')",1,13,160737.34,134814.78,285.62415,134814.78,2038.2031,3322.15625,2726.328125,2004.796875
"host+('guest_1', 'guest_2', 'guest_3')",1,14,158476.08,132876.02,283.2764,132876.02,2505.1562,3829.484375,3316.234375,2498.421875
"host+('guest_1', 'guest_2', 'guest_3')",1,15,150321.64,130629.67,280.57114,130629.67,2912.4688,4540.265625,3749.703125,2805.015625
"host+('guest_1', 'guest_2', 'guest_3')",1,16,163572.39,128131.24,277.52893,128131.24,3519.1484,5119.1328125,4311.0078125,3226.3515625
"host+('guest_1', 'guest_2', 'guest_3')",1,17,149753.17,125311.34,274.0918,125311.34,4118.133,6076.546875,5189.671875,3649.28125
"host+('guest_1', 'guest_2', 'guest_3')",1,18,147018.98,122234.39,270.28955,122234.39,4873.922,6725.3046875,5994.5703125,4012.1640625
"host+('guest_1', 'guest_2', 'guest_3')",1,19,145789.03,118812.03,266.02762,118812.03,5544.617,7656.9921875,6591.7578125,4713.109375
"host+('guest_1', 'guest_2', 'guest_3')",1,20,131288.89,115162.94,261.56305,115162.94,6574.8125,8823.9375,7416.796875,5016.0078125
"host+('guest_1', 'guest_2', 'guest_3')",1,21,124806.21,111314.64,256.77707,111314.64,7358.625,9199.515625,8215.0390625,5549.5390625
"host+('guest_1', 'guest_2', 'guest_3')",1,22,141417.08,107225.37,251.62976,107225.37,8576.578,10329.0625,8975.8671875,5947.015625
"host+('guest_1', 'guest_2', 'guest_3')",1,23,119722.75,102902.88,246.19183,102902.88,9908.461,11266.515625,9852.9453125,6507.515625
"host+('guest_1', 'guest_2', 'guest_3')",1,24,125792.805,98456.27,240.5868,98456.27,10940.93,11986.5390625,10383.5,6810.5703125
"host+('guest_1', 'guest_2', 'guest_3')",1,25,114173.3,93999.21,234.99794,93999.21,12473.578,12723.7578125,11019.0390625,7073.7578125
"host+('guest_1', 'guest_2', 'guest_3')",1,26,101556.625,89534.64,229.4158,89534.64,14083.75,13479.3046875,11517.1875,7456.09375
"host+('guest_1', 'guest_2', 'guest_3')",1,27,96245.414,85140.76,223.90506,85140.76,15787.164,14409.0546875,12011.6171875,7594.25
"host+('guest_1', 'guest_2', 'guest_3')",1,28,97119.63,80866.25,218.44838,80866.25,17272.906,14108.4140625,12576.3046875,7146.1484375
"host+('guest_1', 'guest_2', 'guest_3')",1,29,94860.6,76672.83,213.18036,76672.83,18929.953,14294.1015625,12505.5234375,7203.1953125
"host+('guest_1', 'guest_2', 'guest_3')",1,30,93688.1,72687.555,207.8831,72687.555,20955.281,13987.3203125,12372.1328125,6646.6796875
"host+('guest_1', 'guest_2', 'guest_3')",1,31,80377.96,68998.45,202.72574,68998.45,23255.703,13083.421875,12598.53125,6377.75
"host+('guest_1', 'guest_2', 'guest_3')",1,32,86426.32,65656.52,197.97641,65656.52,24810.922,13158.8046875,11771.8515625,5808.15625
"host+('guest_1', 'guest_2', 'guest_3')",1,33,70594.484,62560.883,193.30771,62560.883,26924.305,11767.90625,11868.8046875,5629.1875
"host+('guest_1', 'guest_2', 'guest_3')",1,34,66569.58,59757.094,188.95502,59757.094,29525.781,10760.953125,11776.1640625,4250.10546875
"host+('guest_1', 'guest_2', 'guest_3')",1,35,62699.62,57222.285,184.89156,57222.285,31180.473,10328.37109375,11483.03515625,4277.47265625
"host+('guest_1', 'guest_2', 'guest_3')",1,36,63578.41,54834.734,180.88382,54834.734,33603.1,9756.73828125,10898.328125,3632.40625
"host+('guest_1', 'guest_2', 'guest_3')",1,37,59362.367,52424.01,176.79721,52424.01,35657.77,9449.3203125,11195.40234375,3991.37109375
"host+('guest_1', 'guest_2', 'guest_3')",1,38,58153.94,49966.348,172.56976,49966.348,39093.23,9436.671875,10440.671875,3256.55859375
"host+('guest_1', 'guest_2', 'guest_3')",1,39,53114.426,47504.406,168.20882,47504.406,41256.523,8500.87109375,10859.20703125,2658.8203125
"host+('guest_1', 'guest_2', 'guest_3')",1,40,52778.76,45055.586,163.69072,45055.586,43806.906,8678.53515625,9956.0,2761.5078125
"host+('guest_1', 'guest_2', 'guest_3')",1,41,47013.117,42519.15,158.9024,42519.15,45090.57,7936.31640625,10298.51171875,2817.5703125
"host+('guest_1', 'guest_2', 'guest_3')",1,42,45867.344,40028.508,154.03024,40028.508,47618.1,8185.75,10391.96875,2588.8125
"host+('guest_1', 'guest_2', 'guest_3')",1,43,43001.426,37489.953,148.97932,37489.953,50428.008,6481.88671875,10246.765625,2078.30859375
"host+('guest_1', 'guest_2', 'guest_3')",1,44,39274.473,34977.02,143.85391,34977.02,52462.16,6754.9765625,10615.4375,2109.2421875
"host+('guest_1', 'guest_2', 'guest_3')",1,45,39050.02,32485.383,138.614,32485.383,54870.03,6697.0390625,10211.69140625,1873.81640625
"host+('guest_1', 'guest_2', 'guest_3')",1,46,34116.637,30003.012,133.2229,30003.012,57611.49,6621.66796875,10844.68359375,2214.8515625
"host+('guest_1', 'guest_2', 'guest_3')",1,47,33288.633,27579.428,127.696815,27579.428,59662.117,7361.435546875,11322.177734375,2135.447265625
"host+('guest_1', 'guest_2', 'guest_3')",1,48,29460.22,25124.203,121.862724,25124.203,62386.023,7367.68359375,10833.8359375,2067.123046875
"host+('guest_1', 'guest_2', 'guest_3')",1,49,25400.95,22813.564,116.09559,22813.564,65301.297,7457.720703125,11137.580078125,1834.12890625
"host+('guest_1', 'guest_2', 'guest_3')",1,50,25694.975,20612.357,110.290085,20612.357,66927.65,7585.42578125,11594.564453125,1722.109375
"host+('guest_1', 'guest_2', 'guest_3')",1,51,23262.744,18398.045,104.17474,18398.045,67871.46,6539.103515625,11742.80078125,1625.935546875
"host+('guest_1', 'guest_2', 'guest_3')",1,52,21296.504,16302.967,98.06516,16302.967,72022.03,6766.486328125,11109.478515625,1843.373046875
"host+('guest_1', 'guest_2', 'guest_3')",1,53,16781.223,14300.261,91.84879,14300.261,73170.35,6962.7451171875,12170.4736328125,1789.2734375
"host+('guest_1', 'guest_2', 'guest_3')",1,54,14700.107,12508.42,85.84977,12508.42,74809.71,6709.630859375,12126.75390625,1634.2978515625
"host+('guest_1', 'guest_2', 'guest_3')",1,55,13871.653,10905.071,80.088684,10905.071,77821.97,6558.5712890625,12537.1279296875,1847.888671875
"host+('guest_1', 'guest_2', 'guest_3')",1,56,11419.213,9434.559,74.393234,9434.559,78520.39,6952.73046875,12928.361328125,1755.6513671875
"host+('guest_1', 'guest_2', 'guest_3')",1,57,9877.2,8112.025,68.941154,8112.025,82188.555,7010.83349609375,12859.501953125,1713.99951171875
"host+('guest_1', 'guest_2', 'guest_3')",1,58,8415.742,6980.023,63.962044,6980.023,82885.48,6627.16943359375,12657.369140625,1830.75830078125
"host+('guest_1', 'guest_2', 'guest_3')",1,59,7229.5366,6001.2354,59.327374,6001.2354,79997.25,6698.2783203125,13930.6552734375,1846.97998046875
"host+('guest_1', 'guest_2', 'guest_3')",1,60,6186.3994,5168.6665,55.12695,5168.6665,84970.76,6533.72607421875,13326.767578125,1864.71435546875
"host+('guest_1', 'guest_2', 'guest_3')",1,61,5172.5503,4460.075,51.187004,4460.075,82601.586,6628.375,13775.4189453125,1805.93603515625
"host+('guest_1', 'guest_2', 'guest_3')",1,62,4404.8027,3875.3257,47.66162,3875.3257,84623.65,6561.70458984375,13779.025390625,1767.76416015625
"host+('guest_1', 'guest_2', 'guest_3')",1,63,3831.3406,3400.2607,44.54811,3400.2607,82709.695,6819.443359375,13670.1259765625,1741.798828125
"host+('guest_1', 'guest_2', 'guest_3')",1,64,3564.5715,3001.1157,41.80163,3001.1157,84935.266,6449.68798828125,13941.880859375,1750.87841796875
"host+('guest_1', 'guest_2', 'guest_3')",1,65,3367.8203,2669.4373,39.469822,2669.4373,86273.61,6551.08203125,14517.509765625,1618.600830078125
"host+('guest_1', 'guest_2', 'guest_3')",1,66,2791.2163,2365.9333,37.180664,2365.9333,87220.05,6437.8818359375,14634.466796875,1620.345703125
"host+('guest_1', 'guest_2', 'guest_3')",1,67,2335.6514,2137.6199,35.261845,2137.6199,86052.43,6509.4140625,14998.0966796875,1611.96875
"host+('guest_1', 'guest_2', 'guest_3')",1,68,2277.968,1974.7009,33.736656,1974.7009,88259.65,6202.2158203125,15416.265625,1648.876220703125
"host+('guest_1', 'guest_2', 'guest_3')",1,69,2170.3452,1852.9182,32.548172,1852.9182,86581.516,6363.0751953125,15209.09375,1617.149169921875
"host+('guest_1', 'guest_2', 'guest_3')",1,70,2029.1013,1757.7974,31.63016,1757.7974,86075.98,6450.82666015625,14803.7734375,1663.2119140625
"host+('guest_1', 'guest_2', 'guest_3')",1,71,1861.4707,1680.8905,30.891243,1680.8905,86369.27,6335.375,15663.583984375,1623.4949951171875
"host+('guest_1', 'guest_2', 'guest_3')",1,72,1726.8506,1617.0663,30.303207,1617.0663,83247.06,6525.9248046875,16333.771484375,1579.6439208984375
"host+('guest_1', 'guest_2', 'guest_3')",1,73,1790.7949,1562.1074,29.79557,1562.1074,83298.71,6258.2177734375,15962.158203125,1610.331787109375
"host+('guest_1', 'guest_2', 'guest_3')",1,74,1807.6122,1510.6036,29.308138,1510.6036,86566.555,6212.78515625,15870.55078125,1519.6785888671875
"host+('guest_1', 'guest_2', 'guest_3')",1,75,1575.9697,1466.1661,28.890131,1466.1661,86633.79,6085.77490234375,16628.626953125,1578.8035888671875
"host+('guest_1', 'guest_2', 'guest_3')",1,76,1550.3644,1427.2731,28.513283,1427.2731,88436.484,6157.2265625,17373.169921875,1595.4298095703125
"host+('guest_1', 'guest_2', 'guest_3')",1,77,1552.4333,1393.711,28.187391,1393.711,86248.89,5890.873046875,17282.59765625,1513.1829833984375
"host+('guest_1', 'guest_2', 'guest_3')",1,78,1692.1367,1361.689,27.86656,1361.689,86283.31,5982.4443359375,17083.197265625,1443.9091796875
"host+('guest_1', 'guest_2', 'guest_3')",1,79,1549.433,1330.8665,27.553495,1330.8665,90314.5,5977.169921875,17624.78515625,1472.790283203125
"host+('guest_1', 'guest_2', 'guest_3')",1,80,1436.2478,1300.1257,27.232996,1300.1257,86483.336,5942.970703125,17260.318359375,1392.879638671875
"host+('guest_1', 'guest_2', 'guest_3')",1,81,1492.1754,1274.6788,26.96869,1274.6788,84357.125,5833.78466796875,17313.63671875,1429.8629150390625
"host+('guest_1', 'guest_2', 'guest_3')",1,82,1395.0472,1249.5057,26.700832,1249.5057,87636.484,5848.265625,17864.103515625,1313.1676025390625
"host+('guest_1', 'guest_2', 'guest_3')",1,83,1349.9288,1225.5626,26.4459,1225.5626,85953.59,5832.74462890625,18168.1796875,1371.9339599609375
"host+('guest_1', 'guest_2', 'guest_3')",1,84,1355.5049,1200.9158,26.17403,1200.9158,85484.625,5773.3671875,18671.341796875,1386.394287109375
"host+('guest_1', 'guest_2', 'guest_3')",1,85,1327.799,1178.5028,25.932177,1178.5028,86343.79,5565.3681640625,17748.640625,1349.1058349609375
"host+('guest_1', 'guest_2', 'guest_3')",1,86,1368.9211,1159.1476,25.727032,1159.1476,85398.12,5536.134765625,18475.23046875,1298.0509033203125
"host+('guest_1', 'guest_2', 'guest_3')",1,87,1261.9474,1139.3276,25.511961,1139.3276,87088.914,5494.62939453125,18956.44140625,1263.967041015625
"host+('guest_1', 'guest_2', 'guest_3')",1,88,1222.989,1120.9102,25.313429,1120.9102,87421.33,5420.66064453125,18921.98828125,1304.212890625
"host+('guest_1', 'guest_2', 'guest_3')",1,89,1239.9008,1102.7516,25.11544,1102.7516,85811.96,5567.296875,18519.47265625,1255.1009521484375
"host+('guest_1', 'guest_2', 'guest_3')",1,90,1167.1622,1080.9363,24.87297,1080.9363,84553.47,5468.1982421875,19153.33984375,1209.16650390625
"host+('guest_1', 'guest_2', 'guest_3')",1,91,1174.2184,1061.6952,24.661684,1061.6952,86555.086,5355.7080078125,19154.2734375,1176.9825439453125
"host+('guest_1', 'guest_2', 'guest_3')",1,92,1192.5785,1043.5981,24.460796,1043.5981,88363.625,5472.04736328125,19329.93359375,1222.35400390625
"host+('guest_1', 'guest_2', 'guest_3')",1,93,1140.531,1028.1393,24.295668,1028.1393,87639.69,5494.29931640625,19847.142578125,1152.1580810546875
"host+('guest_1', 'guest_2', 'guest_3')",1,94,1104.6383,1011.06177,24.102482,1011.06177,83796.055,5472.494140625,19633.404296875,1157.1416015625
"host+('guest_1', 'guest_2', 'guest_3')",1,95,1105.5459,995.6324,23.932194,995.6324,85133.5,5389.7431640625,19852.357421875,1135.13427734375
"host+('guest_1', 'guest_2', 'guest_3')",1,96,1096.3915,980.1164,23.76059,980.1164,88714.28,5429.2734375,20297.15625,1119.162353515625
"host+('guest_1', 'guest_2', 'guest_3')",1,97,1117.3317,964.45386,23.586302,964.45386,83714.49,5316.005859375,19983.767578125,1075.8907470703125
"host+('guest_1', 'guest_2', 'guest_3')",1,98,1042.476,950.0356,23.421265,950.0356,86279.08,5320.16796875,20445.9296875,1079.458251953125
"host+('guest_1', 'guest_2', 'guest_3')",1,99,993.9473,935.2628,23.24248,935.2628,86848.54,5198.7412109375,20624.662109375,1123.8553466796875
"host+('guest_1', 'guest_2', 'guest_3')",1,100,1114.9691,920.4006,23.059961,920.4006,87382.945,5356.47509765625,20008.85546875,999.4448852539062
"host+('guest_1', 'guest_2')",1,1,159841.84,145054.77,298.05484,145054.77,110.484375,78.203125,105.21875,
"host+('guest_1', 'guest_2')",1,2,167906.6,144730.08,297.68243,144730.08,222.65625,180.96875,234.59375,
"host+('guest_1', 'guest_2')",1,3,179290.58,144383.02,297.2847,144383.02,343.34375,259.6875,346.984375,
"host+('guest_1', 'guest_2')",1,4,165480.1,144000.03,296.8448,144000.03,472.84375,405.734375,479.8125,
"host+('guest_1', 'guest_2')",1,5,175572.16,143570.23,296.34827,143570.23,611.5,547.625,604.234375,
"host+('guest_1', 'guest_2')",1,6,167388.08,143072.16,295.7716,143072.16,782.6875,687.09375,793.984375,
"host+('guest_1', 'guest_2')",1,7,157458.36,142508.56,295.1173,142508.56,964.4375,864.625,962.765625,
"host+('guest_1', 'guest_2')",1,8,170096.66,141849.77,294.346,141849.77,1171.5469,1085.703125,1239.484375,
"host+('guest_1', 'guest_2')",1,9,165314.34,141072.03,293.4326,141072.03,1404.9375,1320.46875,1492.15625,
"host+('guest_1', 'guest_2')",1,10,159119.97,140166.5,292.3638,140166.5,1712.3125,1590.375,1807.46875,
"host+('guest_1', 'guest_2')",1,11,164838.11,139116.97,291.11942,139116.97,1998.9219,1850.125,2070.8125,
"host+('guest_1', 'guest_2')",1,12,158716.53,137886.33,289.67963,137886.33,2355.2344,2324.15625,2557.859375,
"host+('guest_1', 'guest_2')",1,13,160067.62,136479.44,288.04956,136479.44,2724.125,2785.5625,3062.5625,
"host+('guest_1', 'guest_2')",1,14,153873.7,134856.08,286.15247,134856.08,3274.4531,3274.09375,3567.671875,
"host+('guest_1', 'guest_2')",1,15,148092.22,133026.6,283.99316,133026.6,3805.875,3825.421875,4318.25,
"host+('guest_1', 'guest_2')",1,16,157289.28,130963.18,281.5438,130963.18,4379.0234,4514.6953125,4814.0703125,
"host+('guest_1', 'guest_2')",1,17,148881.77,128620.0,278.76212,128620.0,5059.047,5295.578125,5716.40625,
"host+('guest_1', 'guest_2')",1,18,156239.62,125990.22,275.61176,125990.22,5762.9844,6137.703125,6510.390625,
"host+('guest_1', 'guest_2')",1,19,138741.47,123085.664,272.11908,123085.664,6693.0312,6818.8828125,7268.9296875,
"host+('guest_1', 'guest_2')",1,20,137799.7,119932.125,268.29965,119932.125,7655.6953,7987.1484375,8207.1796875,
"host+('guest_1', 'guest_2')",1,21,131415.64,116495.92,264.04172,116495.92,8648.0,8577.0,9511.671875,
"host+('guest_1', 'guest_2')",1,22,135855.17,112780.87,259.47415,112780.87,9686.68,10135.8125,10479.34375,
"host+('guest_1', 'guest_2')",1,23,131577.14,108841.664,254.60182,108841.664,11027.977,11221.7421875,11693.484375,
"host+('guest_1', 'guest_2')",1,24,124627.62,104703.91,249.34975,104703.91,12556.508,12458.1171875,12776.8359375,
"host+('guest_1', 'guest_2')",1,25,113779.07,100300.96,243.68489,100300.96,14065.43,13181.0546875,13550.5390625,
"host+('guest_1', 'guest_2')",1,26,113457.98,95744.336,237.91956,95744.336,15752.242,14639.21875,14898.8203125,
"host+('guest_1', 'guest_2')",1,27,111631.87,91035.36,231.86258,91035.36,17848.46,15993.015625,15868.359375,
"host+('guest_1', 'guest_2')",1,28,100402.45,86190.086,225.58282,86190.086,19033.508,16438.078125,16440.9609375,
"host+('guest_1', 'guest_2')",1,29,99577.48,81398.38,219.31773,81398.38,20768.945,17529.3046875,18505.5234375,
"host+('guest_1', 'guest_2')",1,30,90336.62,76664.38,213.03719,76664.38,22763.57,17762.3828125,18217.453125,
"host+('guest_1', 'guest_2')",1,31,85813.125,72109.79,206.84209,72109.79,24881.297,18173.390625,18404.3203125,
"host+('guest_1', 'guest_2')",1,32,75293.875,67712.96,200.81288,67712.96,27531.695,17178.6640625,18988.671875,
"host+('guest_1', 'guest_2')",1,33,79862.93,63668.496,194.93532,63668.496,29640.465,18405.08984375,18682.88671875,
"host+('guest_1', 'guest_2')",1,34,68379.92,59900.176,189.25749,59900.176,32490.105,19375.76171875,19481.94921875,
"host+('guest_1', 'guest_2')",1,35,89837.86,56352.89,183.75319,56352.89,34676.914,17621.4453125,18725.5078125,
"host+('guest_1', 'guest_2')",1,36,59588.996,52744.344,177.89412,52744.344,36929.133,17836.0546875,18371.5625,
"host+('guest_1', 'guest_2')",1,37,54843.344,49698.324,172.69327,49698.324,39633.293,15434.61328125,18232.34765625,
"host+('guest_1', 'guest_2')",1,38,54388.117,46953.062,167.77933,46953.062,42151.586,15845.09765625,18539.5859375,
"host+('guest_1', 'guest_2')",1,39,49792.434,44342.547,162.94356,44342.547,44066.32,15347.58984375,17502.62109375,
"host+('guest_1', 'guest_2')",1,40,48613.45,41795.83,158.08235,41795.83,46326.016,14940.33203125,18130.16796875,
"host+('guest_1', 'guest_2')",1,41,43500.004,39289.742,153.1098,39289.742,49575.008,14010.65234375,17336.2734375,
"host+('guest_1', 'guest_2')",1,42,42338.727,36876.195,148.159,36876.195,52386.227,13034.2265625,17007.6328125,
"host+('guest_1', 'guest_2')",1,43,41864.77,34427.797,143.05574,34427.797,54045.875,12064.3359375,17021.57421875,
"host+('guest_1', 'guest_2')",1,44,50312.38,31951.008,137.74327,31951.008,56292.594,11571.82421875,17544.16015625,
"host+('guest_1', 'guest_2')",1,45,33185.35,29226.28,131.75021,29226.28,59741.58,12608.134765625,17076.212890625,
"host+('guest_1', 'guest_2')",1,46,30237.42,26833.512,126.206924,26833.512,61825.145,11939.91015625,17113.73046875,
"host+('guest_1', 'guest_2')",1,47,30594.932,24600.803,120.82873,24600.803,63218.312,12098.416015625,16733.166015625,
"host+('guest_1', 'guest_2')",1,48,25492.51,22405.727,115.28723,22405.727,65644.15,11762.4765625,16834.89453125,
"host+('guest_1', 'guest_2')",1,49,22651.16,20351.809,109.90504,20351.809,69270.516,11949.43359375,17544.76171875,
"host+('guest_1', 'guest_2')",1,50,20605.24,18445.43,104.60971,18445.43,70302.44,12325.16796875,18087.6953125,
"host+('guest_1', 'guest_2')",1,51,18034.96,16638.676,99.31762,16638.676,71598.47,11539.51171875,17942.01953125,
"host+('guest_1', 'guest_2')",1,52,16423.35,14971.531,94.11943,14971.531,73344.836,11656.408203125,18333.6953125,
"host+('guest_1', 'guest_2')",1,53,16255.384,13402.031,88.920044,13402.031,75954.85,10928.541015625,19307.654296875,
"host+('guest_1', 'guest_2')",1,54,14784.795,11849.395,83.567535,11849.395,75466.36,10532.748046875,18765.970703125,
"host+('guest_1', 'guest_2')",1,55,15579.576,10353.123,78.15853,10353.123,77645.81,11063.1015625,19027.37109375,
"host+('guest_1', 'guest_2')",1,56,10494.922,8846.108,72.37217,8846.108,79801.305,10617.0166015625,19665.265625,
"host+('guest_1', 'guest_2')",1,57,8748.273,7628.8936,67.304886,7628.8936,81268.03,10697.4853515625,19338.7734375,
"host+('guest_1', 'guest_2')",1,58,7478.439,6597.131,62.67611,6597.131,81223.87,10838.62109375,18730.10546875,
"host+('guest_1', 'guest_2')",1,59,6275.1987,5729.8916,58.43585,5729.8916,82879.61,10761.4267578125,19889.3828125,
"host+('guest_1', 'guest_2')",1,60,5665.509,5006.8403,54.612663,5006.8403,83901.4,10575.42578125,20172.931640625,
"host+('guest_1', 'guest_2')",1,61,4670.829,4365.574,50.958767,4365.574,83052.25,10673.55859375,19524.4921875,
"host+('guest_1', 'guest_2')",1,62,4634.8716,3828.8496,47.656246,3828.8496,83951.016,10426.3583984375,20673.267578125,
"host+('guest_1', 'guest_2')",1,63,3802.972,3343.5862,44.660236,3343.5862,85709.13,9923.203125,20369.009765625,
"host+('guest_1', 'guest_2')",1,64,3104.6992,2934.1482,42.1041,2934.1482,85859.98,10499.7158203125,20790.17578125,
"host+('guest_1', 'guest_2')",1,65,2801.2302,2611.7063,39.90573,2611.7063,84904.15,9991.314453125,21240.337890625,
"host+('guest_1', 'guest_2')",1,66,2452.513,2346.5415,38.00033,2346.5415,86536.33,9933.98046875,20587.140625,
"host+('guest_1', 'guest_2')",1,67,2277.985,2124.9927,36.304134,2124.9927,84176.15,9793.94140625,20990.29296875,
"host+('guest_1', 'guest_2')",1,68,2047.3002,1944.1495,34.838356,1944.1495,87109.22,9699.064453125,21186.138671875,
"host+('guest_1', 'guest_2')",1,69,2092.5334,1789.7742,33.56389,1789.7742,85951.86,9987.0556640625,21728.595703125,
"host+('guest_1', 'guest_2')",1,70,1769.956,1654.3782,32.46768,1654.3782,85707.03,9698.2626953125,21594.416015625,
"host+('guest_1', 'guest_2')",1,71,1751.6365,1547.2876,31.568333,1547.2876,85580.16,9495.474609375,21533.482421875,
"host+('guest_1', 'guest_2')",1,72,1511.9397,1459.4911,30.775398,1459.4911,86098.05,9457.7470703125,22007.791015625,
"host+('guest_1', 'guest_2')",1,73,1469.7213,1393.1115,30.173096,1393.1115,88222.55,9279.81640625,21608.783203125,
"host+('guest_1', 'guest_2')",1,74,1487.2655,1338.1886,29.648388,1338.1886,86550.71,9349.8662109375,23257.537109375,
"host+('guest_1', 'guest_2')",1,75,1320.1321,1287.647,29.161678,1287.647,87136.414,9237.01171875,22631.84765625,
"host+('guest_1', 'guest_2')",1,76,1400.6766,1243.973,28.732464,1243.973,87141.4,9117.783203125,22784.822265625,
"host+('guest_1', 'guest_2')",1,77,1260.1185,1204.389,28.317167,1204.389,85993.34,9252.49609375,23228.955078125,
"host+('guest_1', 'guest_2')",1,78,1330.6348,1170.8901,27.941505,1170.8901,86105.82,8762.478515625,23607.705078125,
"host+('guest_1', 'guest_2')",1,79,1209.3064,1141.6051,27.578514,1141.6051,87828.414,8926.5107421875,22989.505859375,
"host+('guest_1', 'guest_2')",1,80,1194.4792,1116.2158,27.24847,1116.2158,85393.05,8825.583984375,23752.08203125,
"host+('guest_1', 'guest_2')",1,81,1171.1885,1092.3738,26.934885,1092.3738,85714.81,8862.771484375,23650.029296875,
"host+('guest_1', 'guest_2')",1,82,1119.9872,1069.2446,26.638771,1069.2446,86980.61,8335.708984375,23784.416015625,
"host+('guest_1', 'guest_2')",1,83,1204.9554,1048.6398,26.373442,1048.6398,88575.06,8613.75,23686.458984375,
"host+('guest_1', 'guest_2')",1,84,1097.4813,1027.6102,26.100683,1027.6102,86452.59,8274.94140625,24437.953125,
"host+('guest_1', 'guest_2')",1,85,1069.1127,1003.6843,25.829327,1003.6843,88620.0,8186.400390625,24335.513671875,
"host+('guest_1', 'guest_2')",1,86,1066.7439,982.1235,25.58622,982.1235,84684.89,8231.4365234375,24781.5625,
"host+('guest_1', 'guest_2')",1,87,1050.5978,962.02277,25.342657,962.02277,87868.24,8240.47265625,24199.23828125,
"host+('guest_1', 'guest_2')",1,88,1001.9146,944.3954,25.11153,944.3954,89735.766,8209.8046875,23915.888671875,
